model,strategy,target,seed,rmse,r2,mae
qwen25_1p5b,ft_3000,TOperacao,3141,38.7300905067661,-0.1317878741482963,17.24341672086716
qwen25_1p5b,ft_3000,TOperacao,4096,36.588578080366744,-0.010087687009544544,18.967916718006133
qwen25_1p5b,ft_3000,TOperacao,5000,38.358332784581066,-0.11016481310209802,16.728083380937573
qwen25_1p5b,ft_3000,TOperacao,6273,35.44102617330048,0.052278814200459434,16.11991676688194
qwen25_1p5b,ft_3000,TOperacao,7777,32.69208672897305,0.19359484071373512,16.554416774749757
qwen25_1p5b,ft_3000,TOperacao,8192,34.09972188131996,0.1226564519141492,14.511250077247619
qwen25_1p5b,ft_3000,TOperacao,9001,35.81317209223137,0.03227136460236202,15.424416725158695
qwen25_1p5b,ft_3000,TOperacao,10240,38.09038956714466,-0.0947093859449657,16.138250044822694
qwen25_1p5b,ft_3000,TOperacao,11111,32.56667460449905,0.19976997439788813,15.999083379983901
qwen25_1p5b,ft_3000,TOperacao,12345,37.734720225586265,-0.074361115943683,16.234750050783155
qwen25_1p5b,ft_3000,TOperacao,13579,37.58898525483685,-0.06607857736143119,17.09608340549469
qwen25_1p5b,ft_3000,TOperacao,14641,37.06744303706747,-0.0367004106537161,17.262416753053667
qwen25_1p5b,ft_3000,TOperacao,15360,38.25270679617553,-0.10405918771606792,16.497583392143248
qwen25_1p5b,ft_3000,TOperacao,16384,38.31149775237204,-0.10745547415881851,16.592916719436644
qwen25_1p5b,ft_3000,TAtracado,42,36.638233618190014,0.16952981252719945,17.389249829411504
qwen25_1p5b,ft_3000,TAtracado,137,48.31433255021044,-0.4441322279738298,24.92241656601429
qwen25_1p5b,ft_3000,TAtracado,256,39.75959446785464,0.021999934770978058,22.750416465878487
qwen25_1p5b,ft_3000,TAtracado,512,43.105205100222726,-0.14951441903376939,26.522916509509088
qwen25_1p5b,ft_3000,TAtracado,1024,37.10117412789622,0.14841049780436655,20.337249841094017
qwen25_1p5b,ft_3000,TAtracado,2048,42.76513342608239,-0.13144814364753143,22.167249838948248
qwen25_1p5b,ft_3000,TAtracado,3141,38.45188508192731,0.08527560208872464,20.434249829888344
qwen25_1p5b,ft_3000,TAtracado,4096,43.14739439751583,-0.15176569884177682,23.265916501164437
qwen25_1p5b,ft_3000,TAtracado,5000,44.923446591459225,-0.24853617087300028,28.351916487336158
qwen25_1p5b,ft_3000,TAtracado,6273,38.73257122493486,0.07187248493701937,22.62158318579197
qwen25_1p5b,ft_3000,TAtracado,7777,43.67428710859702,-0.1800669330194904,22.46941645991802
qwen25_1p5b,ft_3000,TAtracado,8192,37.013739641484406,0.1524195652496133,20.768916510224344
qwen25_1p5b,ft_3000,TAtracado,9001,38.5187586146531,0.0820911525137995,19.488416541695596
qwen25_1p5b,ft_3000,TAtracado,10240,38.997301721022886,0.05914194209286505,21.674749846577644
qwen25_1p5b,ft_3000,TAtracado,11111,41.23914839105222,-0.05214202610439167,21.188416490197177
qwen25_1p5b,ft_3000,TAtracado,12345,38.06362957837981,0.10365461216551075,20.866583217740057
qwen25_1p5b,ft_3000,TAtracado,13579,38.11553781320022,0.10120821213313791,19.79041654407978
qwen25_1p5b,ft_3000,TAtracado,14641,41.26082402345045,-0.05324834561617786,21.906916578412055
qwen25_1p5b,ft_3000,TAtracado,15360,42.79599947820813,-0.13308199523032238,22.74441652262211
qwen25_1p5b,ft_3000,TAtracado,16384,40.17152067233557,0.0016299697256993984,21.967749864459037
